name1, name2, next, seconds, duration, process, trigger
,[A] Kernel,[A] in permissive mode,0.0000000,0.0090000,
,[A] in permissive mode,[KB] trace_init_flags_sys_exit,0.0090000,0.0786410,SELinux
,[KE] e820_mark_nvs_memory,[KB] cpufreq_tsc,0.1325260,0.0000050
,[KB] cpufreq_tsc,[KE] cpufreq_tsc,0.1325310,0.0000030
,[KE] cpufreq_tsc,[KB] init_cpu_syscore,0.1325340,0.0000060
,[KB] init_cpu_syscore,[KE] init_cpu_syscore,0.1325400,0.0000040
,[KE] init_cpu_syscore,[KB] reboot_init,0.1325440,0.0000050
,[KB] reboot_init,[KE] reboot_init,0.1325490,0.0000060
,[KE] reboot_init,[KB] init_lapic_sysfs,0.1325550,0.0000050
,[KB] init_lapic_sysfs,[KE] init_lapic_sysfs,0.1325600,0.0000040
,[KE] init_lapic_sysfs,[KB] cpu_hotplug_pm_sync_init,0.1325640,0.0000040
,[KB] cpu_hotplug_pm_sync_init,[KE] cpu_hotplug_pm_sync_init,0.1325680,0.0000040
,[KE] cpu_hotplug_pm_sync_init,[KB] alloc_frozen_cpus,0.1325720,0.0000040
,[KB] alloc_frozen_cpus,[KE] alloc_frozen_cpus,0.1325760,0.0000020
,[KE] alloc_frozen_cpus,[KB] wq_sysfs_init,0.1325780,0.0000040
,[KB] wq_sysfs_init,[KE] wq_sysfs_init,0.1325820,0.0000490
,[KE] wq_sysfs_init,[KB] ksysfs_init,0.1326310,0.0000040
,[KB] ksysfs_init,[KE] ksysfs_init,0.1326350,0.0000170
,[KE] ksysfs_init,[KB] pm_init,0.1326520,0.0000050
,[KB] pm_init,[KE] pm_init,0.1326570,0.0000540
,[KE] pm_init,[KB] init_jiffies_clocksource,0.1327110,0.0000060
,[KB] init_jiffies_clocksource,[KE] init_jiffies_clocksource,0.1327170,0.0000090
,[KE] init_jiffies_clocksource,[KB] cgroup_wq_init,0.1327260,0.0000050
,[KB] cgroup_wq_init,[KE] cgroup_wq_init,0.1327310,0.0000310
,[KE] cgroup_wq_init,[KB] ftrace_mod_cmd_init,0.1327620,0.0000070
,[KB] ftrace_mod_cmd_init,[KE] ftrace_mod_cmd_init,0.1327690,0.0000050
,[KE] ftrace_mod_cmd_init,[KB] init_function_trace,0.1327740,0.0000050
,[KB] init_function_trace,[KE] init_function_trace,0.1327790,0.0000080
,[KE] init_function_trace,[KB] init_irqsoff_tracer,0.1327870,0.0000050
,[KB] init_irqsoff_tracer,[KE] init_irqsoff_tracer,0.1327920,0.0000040
,[KE] init_irqsoff_tracer,[KB] init_wakeup_tracer,0.1327960,0.0000050
,[KB] init_wakeup_tracer,[KE] init_wakeup_tracer,0.1328010,0.0000050
,[KE] init_wakeup_tracer,[KB] init_graph_trace,0.1328060,0.0000060
,[KB] init_graph_trace,[KE] init_graph_trace,0.1328120,0.0000040
,[KE] init_graph_trace,[KB] perf_workqueue_init,0.1328160,0.0000040
,[KB] perf_workqueue_init,[KE] perf_workqueue_init,0.1328200,0.0000540
,[KE] perf_workqueue_init,[KB] init_per_zone_wmark_min,0.1328740,0.0000060
,[KB] init_per_zone_wmark_min,[KE] init_per_zone_wmark_min,0.1328800,0.0000080
,[KE] init_per_zone_wmark_min,[KB] init_zero_pfn,0.1328880,0.0000060
,[KB] init_zero_pfn,[KE] init_zero_pfn,0.1328940,0.0000030
,[KE] init_zero_pfn,[KB] fsnotify_init,0.1328970,0.0000060
,[KB] fsnotify_init,[KE] fsnotify_init,0.1329030,0.0000050
,[KE] fsnotify_init,[KB] filelock_init,0.1329080,0.0000060
,[KB] filelock_init,[KE] filelock_init,0.1329140,0.0000370
,[KE] filelock_init,[KB] init_misc_binfmt,0.1329510,0.0000070
,[KB] init_misc_binfmt,[KE] init_misc_binfmt,0.1329580,0.0000070
,[KE] init_misc_binfmt,[KB] init_script_binfmt,0.1329650,0.0000060
,[KB] init_script_binfmt,[KE] init_script_binfmt,0.1329710,0.0000040
,[KE] init_script_binfmt,[KB] init_elf_binfmt,0.1329750,0.0000050
,[KB] init_elf_binfmt,[KE] init_elf_binfmt,0.1329800,0.0000040
,[KE] init_elf_binfmt,[KB] init_compat_elf_binfmt,0.1329840,0.0000050
,[KB] init_compat_elf_binfmt,[KE] init_compat_elf_binfmt,0.1329890,0.0000040
,[KE] init_compat_elf_binfmt,[KB] configfs_init,0.1329930,0.0000040
,[KB] configfs_init,[KE] configfs_init,0.1329970,0.0000080
,[KE] configfs_init,[KB] debugfs_init,0.1330050,0.0000050
,[KB] debugfs_init,[KE] debugfs_init,0.1330100,0.0000060
,[KE] debugfs_init,[KB] tracefs_init,0.1330160,0.0000050
,[KB] tracefs_init,[KE] tracefs_init,0.1330210,0.0000050
,[KE] tracefs_init,[KB] securityfs_init,0.1330260,0.0000050
,[KB] securityfs_init,[KE] securityfs_init,0.1330310,0.0000060
,[KE] securityfs_init,[KB] prandom_init,0.1330370,0.0000060
,[KB] prandom_init,[KE] prandom_init,0.1330430,0.0000200
,[KE] prandom_init,[KB] pinctrl_init,0.1330630,0.0000040
,[KB] pinctrl_init,[KE] pinctrl_init,0.1330670,0.0000470
,[KE] pinctrl_init,[KB] regulator_init,0.1331140,0.0000070
,[KB] regulator_init,[KE] regulator_init,0.1331210,0.0001870
,[KE] regulator_init,[KB] iommu_init,0.1333080,0.0000070
,[KB] iommu_init,[KE] iommu_init,0.1333150,0.0000070
,[KE] iommu_init,[KB] early_resume_init,0.1333220,0.0000080
,[KB] early_resume_init,[KE] early_resume_init,0.1333300,0.0000620
,[KE] early_resume_init,[KB] cpufreq_core_init,0.1333920,0.0000040
,[KB] cpufreq_core_init,[KE] cpufreq_core_init,0.1333960,0.0000060
,[KE] cpufreq_core_init,[KB] cpuidle_init,0.1334020,0.0000050
,[KB] cpuidle_init,[KE] cpuidle_init,0.1334070,0.0000090
,[KE] cpuidle_init,[KB] bsp_pm_check_init,0.1334160,0.0000060
,[KB] bsp_pm_check_init,[KE] bsp_pm_check_init,0.1334220,0.0000040
,[KE] bsp_pm_check_init,[KB] sock_init,0.1334260,0.0000050
,[KB] sock_init,[KE] sock_init,0.1334310,0.0027480
,[KE] sock_init,[KB] net_inuse_init,0.1361790,0.0000080
,[KB] net_inuse_init,[KE] net_inuse_init,0.1361870,0.0000060
,[KE] net_inuse_init,[KB] netlink_proto_init,0.1361930,0.0000040
,[KB] netlink_proto_init,[KE] netlink_proto_init,0.1361970,0.0002270
,[KE] netlink_proto_init,[KB] bdi_class_init,0.1364240,0.0004960
,[KB] bdi_class_init,[KE] bdi_class_init,0.1369200,0.0000350
,[KE] bdi_class_init,[KB] mm_sysfs_init,0.1369550,0.0000050
,[KB] mm_sysfs_init,[KE] mm_sysfs_init,0.1369600,0.0000060
,[KE] mm_sysfs_init,[KB] ramoops_init,0.1369660,0.0000050
,[KB] ramoops_init,[KE] ramoops_init,0.1369710,0.0053450
,[KE] ramoops_init,[KB] kobject_uevent_init,0.1423160,0.0000150
,[KB] kobject_uevent_init,[KE] kobject_uevent_init,0.1423310,0.0000220
,[KE] kobject_uevent_init,[KB] gpiolib_sysfs_init,0.1423530,0.0000120
,[KB] gpiolib_sysfs_init,[KE] gpiolib_sysfs_init,0.1423650,0.0000300
,[KE] gpiolib_sysfs_init,[KB] pcibus_class_init,0.1423950,0.0000120
,[KB] pcibus_class_init,[KE] pcibus_class_init,0.1424070,0.0000260
,[KE] pcibus_class_init,[KB] pci_driver_init,0.1424330,0.0000130
,[KB] pci_driver_init,[KE] pci_driver_init,0.1424460,0.0000430
,[KE] pci_driver_init,[KB] backlight_class_init,0.1424890,0.0000130
,[KB] backlight_class_init,[KE] backlight_class_init,0.1425020,0.0000230
,[KE] backlight_class_init,[KB] tty_class_init,0.1425250,0.0000230
,[KB] tty_class_init,[KE] tty_class_init,0.1425480,0.0000240
,[KE] tty_class_init,[KB] iommu_dev_init,0.1425720,0.0000160
,[KB] iommu_dev_init,[KE] iommu_dev_init,0.1425880,0.0000250
,[KE] iommu_dev_init,[KB] mipi_dsi_bus_init,0.1426130,0.0000120
,[KB] mipi_dsi_bus_init,[KE] mipi_dsi_bus_init,0.1426250,0.0000360
,[KE] mipi_dsi_bus_init,[KB] wakeup_sources_debugfs_init,0.1426610,0.0000120
,[KB] wakeup_sources_debugfs_init,[KE] wakeup_sources_debugfs_init,0.1426730,0.0000220
,[KE] wakeup_sources_debugfs_init,[KB] regmap_initcall,0.1426950,0.0000120
,[KB] regmap_initcall,[KE] regmap_initcall,0.1427070,0.0000150
,[KE] regmap_initcall,[KB] spi_init,0.1427220,0.0000110
,[KB] spi_init,[KE] spi_init,0.1427330,0.0000410
,[KE] spi_init,[KB] i2c_init,0.1427740,0.0000150
,[KB] i2c_init,[KE] i2c_init,0.1427890,0.0000570
,[KE] i2c_init,[KB] init_menu,0.1428460,0.0000130
,[KB] init_menu,[KE] init_menu,0.1428590,0.0051580
,[KE] init_menu,[KB] intel_pram_init,0.1480170,0.0000120
,[KB] intel_pram_init,[KE] intel_pram_init,0.1480290,0.0000120
,[KE] intel_pram_init,[KB] amd_postcore_init,0.1480410,0.0000130
,[KB] amd_postcore_init,[KE] amd_postcore_init,0.1480540,0.0000110
,[KE] amd_postcore_init,[KB] boot_params_ksysfs_init,0.1480650,0.0005090
,[KB] boot_params_ksysfs_init,[KE] boot_params_ksysfs_init,0.1485740,0.0000200
,[KE] boot_params_ksysfs_init,[KB] sbf_init,0.1485940,0.0000120
,[KB] sbf_init,[KE] sbf_init,0.1486060,0.0000100
,[KE] sbf_init,[KB] arch_kdebugfs_init,0.1486160,0.0000130
,[KB] arch_kdebugfs_init,[KE] arch_kdebugfs_init,0.1486290,0.0000290
,[KE] arch_kdebugfs_init,[KB] pt_init,0.1486580,0.0000150
,[KB] pt_init,[KE] pt_init,0.1486730,0.0000350
,[KE] pt_init,[KB] bts_init,0.1487080,0.0000130
,[KB] bts_init,[KE] bts_init,0.1487210,0.0000140
,[KE] bts_init,[KB] mtrr_if_init,0.1487350,0.0000100
,[KB] mtrr_if_init,[KE] mtrr_if_init,0.1487450,0.0000170
,[KE] mtrr_if_init,[KB] ffh_cstate_init,0.1487620,0.0000160
,[KB] ffh_cstate_init,[KE] ffh_cstate_init,0.1487780,0.0000130
,[KE] ffh_cstate_init,[KB] acpi_pci_init,0.1487910,0.0000110
,[KB] acpi_pci_init,[KE] acpi_pci_init,0.1488020,0.0000310
,[KE] acpi_pci_init,[KB] register_bxt_devidle_pci_notifier,0.1488330,0.0000130
,[KB] register_bxt_devidle_pci_notifier,[KE] register_bxt_devidle_pci_notifier,0.1488460,0.0000110
,[KE] register_bxt_devidle_pci_notifier,[KB] dma_bus_init,0.1488570,0.0000120
,[KB] dma_bus_init,[KE] dma_bus_init,0.1488690,0.0000280
,[KE] dma_bus_init,[KB] dma_channel_table_init,0.1488970,0.0000130
,[KB] dma_channel_table_init,[KE] dma_channel_table_init,0.1489100,0.0000190
,[KE] dma_channel_table_init,[KB] phy_init,0.1489290,0.0000130
,[KB] phy_init,[KE] phy_init,0.1489420,0.0000110
,[KE] phy_init,[KB] dmi_id_init,0.1489530,0.0000130
,[KB] dmi_id_init,[KE] dmi_id_init,0.1489660,0.0000100
,[KE] dmi_id_init,[KB] pci_arch_init,0.1489760,0.0000140
,[KB] pci_arch_init,[KE] pci_arch_init,0.1489900,0.0001040
,[KE] pci_arch_init,[KB] wcove_regulator_init,0.1490940,0.0000130
,[KB] wcove_regulator_init,[KE] wcove_regulator_init,0.1491070,0.0000340
,[KE] wcove_regulator_init,[KB] init_vdso,0.1491410,0.0004950
,[KB] init_vdso,[KE] init_vdso,0.1496360,0.0000300
,[KE] init_vdso,[KB] sysenter_setup,0.1496660,0.0000130
,[KB] sysenter_setup,[KE] sysenter_setup,0.1496790,0.0000150
,[KE] sysenter_setup,[KB] topology_init,0.1496940,0.0000120
,[KB] topology_init,[KE] topology_init,0.1497060,0.0002390
,[KE] topology_init,[KB] fixup_ht_bug,0.1499450,0.0000160
,[KB] fixup_ht_bug,[KE] fixup_ht_bug,0.1499610,0.0000110
,[KE] fixup_ht_bug,[KB] mtrr_init_finialize,0.1499720,0.0000140
,[KB] mtrr_init_finialize,[KE] mtrr_init_finialize,0.1499860,0.0000110
,[KE] mtrr_init_finialize,[KB] uid_cache_init,0.1499970,0.0000190
,[KB] uid_cache_init,[KE] uid_cache_init,0.1500160,0.0000130
,[KE] uid_cache_init,[KB] param_sysfs_init,0.1500290,0.0000130
,[KB] param_sysfs_init,[KE] param_sysfs_init,0.1500420,0.0060990
,[KE] param_sysfs_init,[KB] proc_schedstat_init,0.1561410,0.0000220
,[KB] proc_schedstat_init,[KE] proc_schedstat_init,0.1561630,0.0000150
,[KE] proc_schedstat_init,[KB] pm_sysrq_init,0.1561780,0.0000130
,[KB] pm_sysrq_init,[KE] pm_sysrq_init,0.1561910,0.0049740
,[KE] pm_sysrq_init,[KB] create_proc_profile,0.1611650,0.0000200
,[KB] create_proc_profile,[KE] create_proc_profile,0.1611850,0.0000120
,[KE] create_proc_profile,[KB] hung_task_init,0.1611970,0.0000130
,[KB] hung_task_init,[KE] hung_task_init,0.1612100,0.0000930
,[KE] hung_task_init,[KB] default_bdi_init,0.1613030,0.0000140
,[KB] default_bdi_init,[KE] default_bdi_init,0.1613170,0.0001490
,[KE] default_bdi_init,[KB] percpu_enable_async,0.1614660,0.0000140
,[KB] percpu_enable_async,[KE] percpu_enable_async,0.1614800,0.0000100
,[KE] percpu_enable_async,[KB] init_reserve_notifier,0.1614900,0.0000160
,[KB] init_reserve_notifier,[KE] init_reserve_notifier,0.1615060,0.0000110
,[KE] init_reserve_notifier,[KB] init_admin_reserve,0.1615170,0.0000150
,[KB] init_admin_reserve,[KE] init_admin_reserve,0.1615320,0.0000120
,[KE] init_admin_reserve,[KB] init_user_reserve,0.1615440,0.0000130
,[KB] init_user_reserve,[KE] init_user_reserve,0.1615570,0.0000110
,[KE] init_user_reserve,[KB] ksm_init,0.1615680,0.0000130
,[KB] ksm_init,[KE] ksm_init,0.1615810,0.0000800
,[KE] ksm_init,[KB] hugepage_init,0.1616610,0.0000140
,[KB] hugepage_init,[KE] hugepage_init,0.1616750,0.0000810
,[KE] hugepage_init,[KB] crypto_wq_init,0.1617560,0.0000150
,[KB] crypto_wq_init,[KE] crypto_wq_init,0.1617710,0.0001180
,[KE] crypto_wq_init,[KB] cryptomgr_init,0.1618890,0.0000150
,[KB] cryptomgr_init,[KE] cryptomgr_init,0.1619040,0.0000120
,[KE] cryptomgr_init,[KB] cryptd_init,0.1619160,0.0000130
,[KB] cryptd_init,[KE] cryptd_init,0.1619290,0.0000130
,[KE] cryptd_init,[KB] init_bio,0.1619420,0.0000140
,[KB] init_bio,[KE] init_bio,0.1619560,0.0000820
,[KE] init_bio,[KB] blk_settings_init,0.1620380,0.0000150
,[KB] blk_settings_init,[KE] blk_settings_init,0.1620530,0.0000130
,[KE] blk_settings_init,[KB] blk_ioc_init,0.1620660,0.0000130
,[KB] blk_ioc_init,[KE] blk_ioc_init,0.1620790,0.0000240
,[KE] blk_ioc_init,[KB] blk_softirq_init,0.1621030,0.0000150
,[KB] blk_softirq_init,[KE] blk_softirq_init,0.1621180,0.0000140
,[KE] blk_softirq_init,[KB] blk_iopoll_setup,0.1621320,0.0000140
,[KB] blk_iopoll_setup,[KE] blk_iopoll_setup,0.1621460,0.0000120
,[KE] blk_iopoll_setup,[KB] blk_mq_init,0.1621580,0.0000120
,[KB] blk_mq_init,[KE] blk_mq_init,0.1621700,0.0000100
,[KE] blk_mq_init,[KB] genhd_device_init,0.1621800,0.0000140
,[KB] genhd_device_init,[KE] genhd_device_init,0.1621940,0.0001220
,[KE] genhd_device_init,[KB] dtb_init,0.1623160,0.0000150
,[KB] dtb_init,[KE] dtb_init,0.1623310,0.0000580
,[KE] dtb_init,[KB] byt_gpio_init,0.1623890,0.0000120
,[KB] byt_gpio_init,[KE] byt_gpio_init,0.1624010,0.0000340
,[KE] byt_gpio_init,[KB] chv_pinctrl_init,0.1624350,0.0000130
,[KB] chv_pinctrl_init,[KE] chv_pinctrl_init,0.1624480,0.0000250
,[KE] chv_pinctrl_init,[KB] bxt_pinctrl_init,0.1624730,0.0000120
,[KB] bxt_pinctrl_init,[KE] bxt_pinctrl_init,0.1624850,0.0000270
,[KE] bxt_pinctrl_init,[KB] gpiolib_debugfs_init,0.1625120,0.0000140
,[KB] gpiolib_debugfs_init,[KE] gpiolib_debugfs_init,0.1625260,0.0000220
,[KE] gpiolib_debugfs_init,[KB] lp_gpio_init,0.1625480,0.0000120
,[KB] lp_gpio_init,[KE] lp_gpio_init,0.1625600,0.0000270
,[KE] lp_gpio_init,[KB] pwm_debugfs_init,0.1625870,0.0000130
,[KB] pwm_debugfs_init,[KE] pwm_debugfs_init,0.1626000,0.0000140
,[KE] pwm_debugfs_init,[KB] pwm_sysfs_init,0.1626140,0.0000110
,[KB] pwm_sysfs_init,[KE] pwm_sysfs_init,0.1626250,0.0000220
,[KE] pwm_sysfs_init,[KB] pci_slot_init,0.1626470,0.0000150
,[KB] pci_slot_init,[KE] pci_slot_init,0.1626620,0.0000150
,[KE] pci_slot_init,[KB] fbmem_init,0.1626770,0.0000130
,[KB] fbmem_init,[KE] fbmem_init,0.1626900,0.0000300
,[KE] fbmem_init,[KB] acpi_init,0.1627200,0.0000130
,[KB] acpi_init,[KE] acpi_init,0.1627330,0.0548190
,[KE] acpi_init,[KB] pnp_init,0.2175520,0.0000170
,[KB] pnp_init,[KE] pnp_init,0.2175690,0.0000340
,[KE] pnp_init,[KB] dw_init,0.2176030,0.0000140
,[KB] dw_init,[KE] dw_init,0.2176170,0.0000380
,[KE] dw_init,[KB] regulator_fixed_voltage_init,0.2176550,0.0000150
,[KB] regulator_fixed_voltage_init,[KE] regulator_fixed_voltage_init,0.2176700,0.0000300
,[KE] regulator_fixed_voltage_init,[KB] gpio_regulator_init,0.2177000,0.0000140
,[KB] gpio_regulator_init,[KE] gpio_regulator_init,0.2177140,0.0000270
,[KE] gpio_regulator_init,[KB] misc_init,0.2177410,0.0000140
,[KB] misc_init,[KE] misc_init,0.2177550,0.0000320
,[KE] misc_init,[KB] rpmb_init,0.2177870,0.0000140
,[KB] rpmb_init,[KE] rpmb_init,0.2178010,0.0000230
,[KE] rpmb_init,[KB] cn_init,0.2178240,0.0000160
,[KB] cn_init,[KE] cn_init,0.2178400,0.0000320
,[KE] cn_init,[KB] dma_buf_init,0.2178720,0.0000130
,[KB] dma_buf_init,[KE] dma_buf_init,0.2178850,0.0000190
,[KE] dma_buf_init,[KB] init_scsi,0.2179040,0.0000130
,[KB] init_scsi,[KE] init_scsi,0.2179170,0.0001830
,[KE] init_scsi,[KB] pxa2xx_spi_init,0.2181000,0.0000120
,[KB] pxa2xx_spi_init,[KE] pxa2xx_spi_init,0.2181120,0.0000330
,[KE] pxa2xx_spi_init,[KB] phy_init,0.2181450,0.0000130
,[KB] phy_init,[KE] phy_init,0.2181580,0.0000720
,[KE] phy_init,[KB] usb_init,0.2182300,0.0000150
,[KB] usb_init,[KE] usb_init,0.2182450,0.0002150
,[KE] usb_init,[KB] usb_phy_generic_init,0.2184600,0.0000150
,[KB] usb_phy_generic_init,[KE] usb_phy_generic_init,0.2184750,0.0000300
,[KE] usb_phy_generic_init,[KB] cht_otg_phy_init,0.2185050,0.0000140
,[KB] cht_otg_phy_init,[KE] cht_otg_phy_init,0.2185190,0.0000300
,[KE] cht_otg_phy_init,[KB] usb_udc_init,0.2185490,0.0000190
,[KB] usb_udc_init,[KE] usb_udc_init,0.2185680,0.0000220
,[KE] usb_udc_init,[KB] ulpi_init,0.2185900,0.0000150
,[KB] ulpi_init,[KE] ulpi_init,0.2186050,0.0000300
,[KE] ulpi_init,[KB] input_init,0.2186350,0.0000140
,[KB] input_init,[KE] input_init,0.2186490,0.0000280
,[KE] input_init,[KB] rtc_init,0.2186770,0.0000150
,[KB] rtc_init,[KE] rtc_init,0.2186920,0.0000230
,[KE] rtc_init,[KB] dw_i2c_init_driver,0.2187150,0.0000150
,[KB] dw_i2c_init_driver,[KE] dw_i2c_init_driver,0.2187300,0.0000330
,[KE] dw_i2c_init_driver,[KB] media_devnode_init,0.2187630,0.0000150
,[KB] media_devnode_init,[KE] media_devnode_init,0.2187780,0.0000400
,[KE] media_devnode_init,[KB] videodev_init,0.2188180,0.0000140
,[KB] videodev_init,[KE] videodev_init,0.2188320,0.0000330
,[KE] videodev_init,[KB] pps_init,0.2188650,0.0000140
,[KB] pps_init,[KE] pps_init,0.2188790,0.0000470
,[KE] pps_init,[KB] ptp_init,0.2189260,0.0000150
,[KB] ptp_init,[KE] ptp_init,0.2189410,0.0000320
,[KE] ptp_init,[KB] power_supply_class_init,0.2189730,0.0000140
,[KB] power_supply_class_init,[KE] power_supply_class_init,0.2189870,0.0000250
,[KE] power_supply_class_init,[KB] hwmon_init,0.2190120,0.0000130
,[KB] hwmon_init,[KE] hwmon_init,0.2190250,0.0000360
,[KE] hwmon_init,[KB] mmc_init,0.2190610,0.0000130
,[KB] mmc_init,[KE] mmc_init,0.2190740,0.0000680
,[KE] mmc_init,[KB] leds_init,0.2191420,0.0000140
,[KB] leds_init,[KE] leds_init,0.2191560,0.0000210
,[KE] leds_init,[KB] dmi_init,0.2191770,0.0000150
,[KB] dmi_init,[KE] dmi_init,0.2191920,0.0000200
,[KE] dmi_init,[KB] devfreq_init,0.2192120,0.0000140
,[KB] devfreq_init,[KE] devfreq_init,0.2192260,0.0000920
,[KE] devfreq_init,[KB] devfreq_simple_ondemand_init,0.2193180,0.0000140
,[KB] devfreq_simple_ondemand_init,[KE] devfreq_simple_ondemand_init,0.2193320,0.0000230
,[KE] devfreq_simple_ondemand_init,[KB] iio_init,0.2193550,0.0000140
,[KB] iio_init,[KE] iio_init,0.2193690,0.0000380
,[KE] iio_init,[KB] ras_init,0.2194070,0.0000130
,[KB] ras_init,[KE] ras_init,0.2194200,0.0000200
,[KE] ras_init,[KB] intel_th_init,0.2194400,0.0000120
,[KB] intel_th_init,[KE] intel_th_init,0.2194520,0.0000310
,[KE] intel_th_init,[KB] init_soundcore,0.2194830,0.0000140
,[KB] init_soundcore,[KE] init_soundcore,0.2194970,0.0000230
,[KE] init_soundcore,[KB] alsa_sound_init,0.2195200,0.0000160
,[KB] alsa_sound_init,[KE] alsa_sound_init,0.2195360,0.0000360
,[KE] alsa_sound_init,[KB] pci_subsys_init,0.2195720,0.0000140
,[KB] pci_subsys_init,[KE] pci_subsys_init,0.2195860,0.0152850
,[KE] pci_subsys_init,[KB] proto_init,0.2348710,0.0000150
,[KB] proto_init,[KE] proto_init,0.2348860,0.0000150
,[KE] proto_init,[KB] net_dev_init,0.2349010,0.0000120
,[KB] net_dev_init,[KE] net_dev_init,0.2349130,0.0002420
,[KE] net_dev_init,[KB] neigh_init,0.2351550,0.0000140
,[KB] neigh_init,[KE] neigh_init,0.2351690,0.0000110
,[KE] neigh_init,[KB] fib_rules_init,0.2351800,0.0000120
,[KB] fib_rules_init,[KE] fib_rules_init,0.2351920,0.0000120
,[KE] fib_rules_init,[KB] pktsched_init,0.2352040,0.0000110
,[KB] pktsched_init,[KE] pktsched_init,0.2352150,0.0000160
,[KE] pktsched_init,[KB] tc_filter_init,0.2352310,0.0000110
